itemId,name,description,price,color,category,popularity,durability
333,Hoodie,A great addition to your collection.,29.93,Violet,Women's Clothing,10,4
334,Handbag,Trendy and fashionable.,16.74,Indigo,Women's Clothing,9,4
335,Shoes,A great addition to your collection.,65.14,Orange,Unisex Clothing,1,3
336,Sunglasses,Perfect for any occasion.,23.03,Violet,Men's Clothing,2,7
337,Sunglasses,A great addition to your collection.,45.43,Yellow,Men's Clothing,9,10
338,T-Shirt,Perfect for any occasion.,99.34,Indigo,Women's Clothing,7,3
339,Shoes,Versatile and practical.,13.23,Yellow,Women's Clothing,4,6
340,Hat,A great addition to your collection.,60.2,Orange,Women's Clothing,7,8
341,Belt,Affordable and durable.,19.8,Indigo,Women's Clothing,7,8
342,T-Shirt,Made from premium materials.,58.81,Blue,Accessories,1,5
343,Hat,Versatile and practical.,52.97,Green,Unisex Clothing,2,2
344,Blouse,High quality and durable.,44.41,Blue,Women's Clothing,1,9
345,Hoodie,Made from premium materials.,55.6,Orange,Men's Clothing,6,8
346,Belt,High quality and durable.,52.42,Blue,Women's Clothing,8,9
347,Blouse,Elegant and chic.,92.42,Green,Men's Clothing,3,9
348,Handbag,Perfect for any occasion.,88.41,Violet,Women's Clothing,10,7
349,T-Shirt,High quality and durable.,97.72,Violet,Unisex Clothing,7,8
350,Hoodie,A great addition to your collection.,26.07,Indigo,Unisex Clothing,6,10
351,Blouse,Trendy and fashionable.,34.4,Red,Accessories,10,10
352,Shoes,Perfect for any occasion.,95.16,Indigo,Men's Clothing,9,4
353,Hoodie,Essential for your wardrobe.,57.06,Orange,Accessories,9,10
354,Blouse,A great addition to your collection.,48.98,Green,Women's Clothing,10,6
355,Belt,Made from premium materials.,15.86,Blue,Men's Clothing,10,6
356,T-Shirt,Perfect for any occasion.,66.39,Orange,Women's Clothing,4,5
357,Hat,Versatile and practical.,90.28,Red,Men's Clothing,2,7
358,Shoes,Trendy and fashionable.,98.05,Yellow,Men's Clothing,3,10
359,Blouse,A comfortable and stylish piece.,10.65,Yellow,Men's Clothing,1,9
360,Handbag,Affordable and durable.,51.51,Yellow,Accessories,10,8
361,Shoes,Made from premium materials.,88.4,Yellow,Accessories,10,1
362,T-Shirt,Made from premium materials.,24.95,Blue,Women's Clothing,9,2
363,Sunglasses,Perfect for any occasion.,72.42,Orange,Women's Clothing,5,5
364,Jeans,Trendy and fashionable.,47.79,Blue,Unisex Clothing,5,7
365,Shoes,Affordable and durable.,17.78,Red,Women's Clothing,4,7
366,Handbag,Made from premium materials.,13.6,Green,Men's Clothing,3,6
367,Blouse,Versatile and practical.,45.54,Blue,Women's Clothing,9,4
368,Hoodie,Elegant and chic.,36.84,Indigo,Women's Clothing,3,10
369,Hoodie,Essential for your wardrobe.,14.14,Blue,Unisex Clothing,7,4
370,Shoes,High quality and durable.,72.58,Blue,Women's Clothing,1,3
371,Shoes,Versatile and practical.,94.09,Orange,Men's Clothing,8,3
372,Dress,A great addition to your collection.,88.39,Orange,Men's Clothing,7,9
373,Hoodie,A comfortable and stylish piece.,42.63,Violet,Men's Clothing,1,4
374,Hoodie,Elegant and chic.,34.47,Orange,Unisex Clothing,3,8
375,Handbag,Affordable and durable.,18.46,Blue,Women's Clothing,4,1
376,T-Shirt,Made from premium materials.,47.79,Orange,Accessories,10,8
377,Sunglasses,Affordable and durable.,80.04,Red,Men's Clothing,8,6
378,Handbag,Essential for your wardrobe.,25.39,Indigo,Accessories,1,3
379,Sunglasses,Essential for your wardrobe.,48.43,Green,Accessories,1,5
380,Blouse,A great addition to your collection.,53.96,Orange,Men's Clothing,9,4
381,Belt,A comfortable and stylish piece.,30.39,Green,Unisex Clothing,8,2
382,Jeans,A comfortable and stylish piece.,97.45,Red,Men's Clothing,9,3
383,Sunglasses,Elegant and chic.,98.92,Yellow,Unisex Clothing,5,3
384,T-Shirt,Versatile and practical.,44.68,Orange,Women's Clothing,4,8
385,Blouse,Perfect for any occasion.,37.07,Orange,Accessories,5,3
386,Hoodie,Versatile and practical.,33.9,Violet,Men's Clothing,3,10
387,Shoes,Versatile and practical.,38.06,Green,Men's Clothing,6,8
388,Shoes,Made from premium materials.,76.0,Violet,Accessories,3,6
389,Hoodie,Versatile and practical.,17.84,Indigo,Men's Clothing,3,2
390,Dress,A great addition to your collection.,98.06,Yellow,Women's Clothing,5,3
391,Dress,Made from premium materials.,66.03,Violet,Men's Clothing,2,9
392,Jeans,A comfortable and stylish piece.,23.16,Blue,Accessories,4,5
393,Hoodie,Elegant and chic.,36.16,Green,Men's Clothing,6,10
394,T-Shirt,Perfect for any occasion.,83.31,Green,Men's Clothing,9,1
395,Shoes,High quality and durable.,89.66,Blue,Women's Clothing,7,9
396,Dress,Essential for your wardrobe.,32.03,Violet,Accessories,4,4
397,Jeans,Elegant and chic.,26.79,Blue,Unisex Clothing,6,6
398,Blouse,Trendy and fashionable.,52.17,Red,Men's Clothing,5,1
399,T-Shirt,Trendy and fashionable.,48.84,Blue,Unisex Clothing,4,6
400,Dress,Essential for your wardrobe.,35.58,Orange,Women's Clothing,2,4
401,Belt,Elegant and chic.,53.39,Orange,Men's Clothing,3,8
402,Blouse,Elegant and chic.,11.59,Yellow,Accessories,6,4
403,Belt,A comfortable and stylish piece.,62.01,Yellow,Men's Clothing,2,6
404,Sunglasses,Versatile and practical.,63.37,Indigo,Accessories,9,4
405,Blouse,Perfect for any occasion.,46.17,Violet,Unisex Clothing,2,4
406,Shoes,Essential for your wardrobe.,87.96,Violet,Women's Clothing,4,3
407,Handbag,Trendy and fashionable.,92.07,Violet,Unisex Clothing,3,2
408,Jeans,Perfect for any occasion.,91.11,Orange,Unisex Clothing,5,4
409,Handbag,Made from premium materials.,81.14,Indigo,Women's Clothing,5,5
410,Sunglasses,Perfect for any occasion.,80.47,Indigo,Men's Clothing,6,2
411,Blouse,High quality and durable.,86.63,Blue,Women's Clothing,9,1
412,T-Shirt,Essential for your wardrobe.,39.03,Green,Women's Clothing,3,8
413,Hat,Essential for your wardrobe.,44.84,Indigo,Unisex Clothing,3,2
414,Dress,Perfect for any occasion.,54.95,Red,Women's Clothing,2,10
415,T-Shirt,A great addition to your collection.,68.78,Yellow,Men's Clothing,1,9
416,Hoodie,Affordable and durable.,37.1,Indigo,Women's Clothing,2,1
417,Jeans,Made from premium materials.,13.33,Yellow,Accessories,4,1
418,Hoodie,A great addition to your collection.,46.6,Indigo,Men's Clothing,1,2
419,Sunglasses,Trendy and fashionable.,36.05,Red,Women's Clothing,9,7
420,Blouse,A comfortable and stylish piece.,12.97,Blue,Men's Clothing,10,1
421,Hat,Versatile and practical.,63.16,Green,Accessories,3,9
422,Blouse,Affordable and durable.,91.3,Orange,Men's Clothing,2,2
423,T-Shirt,Elegant and chic.,50.69,Orange,Unisex Clothing,4,8
424,Jeans,Made from premium materials.,61.48,Indigo,Women's Clothing,8,5
425,Hat,High quality and durable.,77.42,Yellow,Accessories,8,1
426,Handbag,High quality and durable.,79.42,Violet,Accessories,3,5
427,Jeans,High quality and durable.,55.03,Yellow,Accessories,3,2
428,Hoodie,Perfect for any occasion.,73.2,Indigo,Women's Clothing,5,10
429,Handbag,A comfortable and stylish piece.,11.52,Orange,Women's Clothing,4,4
430,Sunglasses,A great addition to your collection.,76.96,Orange,Women's Clothing,4,8
431,Jeans,Made from premium materials.,85.16,Violet,Unisex Clothing,4,8
432,Shoes,High quality and durable.,65.72,Violet,Men's Clothing,4,6
433,Belt,Perfect for any occasion.,41.53,Green,Women's Clothing,7,3
434,Hoodie,High quality and durable.,42.24,Blue,Men's Clothing,2,8
435,Jeans,A comfortable and stylish piece.,87.87,Blue,Accessories,9,7
436,Jeans,Versatile and practical.,10.27,Indigo,Men's Clothing,6,1
437,Shoes,A great addition to your collection.,11.83,Yellow,Unisex Clothing,9,3
438,Hat,Affordable and durable.,97.02,Orange,Unisex Clothing,7,9
439,Blouse,Perfect for any occasion.,57.96,Blue,Men's Clothing,2,7
440,Belt,Elegant and chic.,55.23,Indigo,Men's Clothing,5,5
441,Jeans,Elegant and chic.,57.3,Green,Men's Clothing,5,5
442,T-Shirt,High quality and durable.,21.04,Green,Accessories,10,6
443,Hoodie,Elegant and chic.,10.03,Orange,Accessories,7,6
444,Hoodie,Made from premium materials.,37.73,Indigo,Men's Clothing,6,7
445,Hat,Elegant and chic.,36.75,Yellow,Accessories,9,4
446,Handbag,A great addition to your collection.,12.28,Violet,Men's Clothing,4,1
447,Shoes,Perfect for any occasion.,25.31,Yellow,Women's Clothing,5,4
448,T-Shirt,Trendy and fashionable.,18.36,Blue,Accessories,8,6
449,Shoes,A comfortable and stylish piece.,67.44,Orange,Unisex Clothing,7,2
450,Sunglasses,A great addition to your collection.,48.66,Indigo,Accessories,6,3
451,Shoes,Made from premium materials.,79.51,Violet,Men's Clothing,7,7
452,Blouse,Trendy and fashionable.,74.48,Red,Women's Clothing,7,3
453,Belt,High quality and durable.,55.55,Indigo,Women's Clothing,9,6
454,Blouse,Perfect for any occasion.,27.37,Red,Unisex Clothing,6,3
455,Shoes,High quality and durable.,12.89,Orange,Men's Clothing,2,4
456,Hoodie,Versatile and practical.,73.59,Yellow,Men's Clothing,3,8
457,Jeans,Trendy and fashionable.,37.67,Yellow,Women's Clothing,7,3
458,Hoodie,Elegant and chic.,53.67,Indigo,Unisex Clothing,6,9
459,Dress,A great addition to your collection.,59.29,Orange,Men's Clothing,10,5
460,T-Shirt,High quality and durable.,94.36,Orange,Women's Clothing,7,5
461,Jeans,Essential for your wardrobe.,11.5,Green,Women's Clothing,4,8
462,Jeans,Made from premium materials.,26.67,Violet,Unisex Clothing,5,5
463,Shoes,Affordable and durable.,70.62,Violet,Women's Clothing,2,2
464,Sunglasses,A comfortable and stylish piece.,66.83,Green,Women's Clothing,8,1
465,Jeans,Elegant and chic.,73.07,Red,Men's Clothing,1,9
466,T-Shirt,Elegant and chic.,17.56,Indigo,Men's Clothing,7,3
467,Hat,Trendy and fashionable.,59.34,Red,Unisex Clothing,2,4
468,Belt,Affordable and durable.,99.19,Green,Unisex Clothing,10,9
469,Shoes,Versatile and practical.,52.72,Orange,Women's Clothing,7,10
470,Hat,Essential for your wardrobe.,24.24,Indigo,Accessories,5,2
471,Belt,Elegant and chic.,26.07,Orange,Women's Clothing,10,7
472,Jeans,High quality and durable.,34.25,Red,Women's Clothing,1,4
473,Shoes,High quality and durable.,86.29,Indigo,Men's Clothing,7,10
474,Hat,A great addition to your collection.,11.83,Green,Men's Clothing,2,8
475,Shoes,Trendy and fashionable.,90.41,Red,Unisex Clothing,8,9
476,Dress,Made from premium materials.,86.96,Yellow,Unisex Clothing,3,8
477,Belt,Made from premium materials.,61.98,Yellow,Unisex Clothing,8,10
478,T-Shirt,Affordable and durable.,45.23,Green,Men's Clothing,4,8
479,Handbag,A great addition to your collection.,27.93,Orange,Women's Clothing,8,10
480,Blouse,A comfortable and stylish piece.,97.49,Red,Men's Clothing,5,4
481,Jeans,Trendy and fashionable.,85.31,Yellow,Women's Clothing,9,3
482,Belt,High quality and durable.,21.16,Red,Women's Clothing,5,3
483,Jeans,Affordable and durable.,16.11,Indigo,Unisex Clothing,2,1
484,Hoodie,High quality and durable.,67.29,Orange,Accessories,9,8
485,Jeans,Perfect for any occasion.,41.11,Indigo,Men's Clothing,3,6
486,Shoes,A great addition to your collection.,70.77,Yellow,Accessories,2,4
487,Dress,Versatile and practical.,69.36,Red,Women's Clothing,6,3
488,Hat,Perfect for any occasion.,89.13,Blue,Accessories,1,4
489,Blouse,Made from premium materials.,81.48,Red,Women's Clothing,5,5
490,Sunglasses,Affordable and durable.,62.5,Yellow,Unisex Clothing,3,1
491,Jeans,High quality and durable.,79.96,Orange,Men's Clothing,7,5
492,T-Shirt,Perfect for any occasion.,62.47,Green,Unisex Clothing,7,4
493,Belt,Elegant and chic.,42.63,Violet,Men's Clothing,7,2
494,Dress,A comfortable and stylish piece.,77.68,Indigo,Unisex Clothing,2,5
495,Dress,Made from premium materials.,27.9,Indigo,Accessories,3,3
496,Sunglasses,High quality and durable.,11.99,Orange,Women's Clothing,6,4
497,Hoodie,Versatile and practical.,45.22,Yellow,Men's Clothing,1,1
498,T-Shirt,Versatile and practical.,32.72,Green,Men's Clothing,3,7
499,Jeans,Perfect for any occasion.,82.96,Indigo,Accessories,4,9
500,Hoodie,Elegant and chic.,71.54,Orange,Women's Clothing,1,1
501,Sunglasses,Elegant and chic.,53.3,Indigo,Women's Clothing,7,2
502,T-Shirt,Trendy and fashionable.,75.77,Violet,Men's Clothing,9,6
503,Sunglasses,Elegant and chic.,83.27,Red,Men's Clothing,2,2
504,T-Shirt,Affordable and durable.,12.5,Blue,Unisex Clothing,2,3
505,Sunglasses,Trendy and fashionable.,41.27,Orange,Unisex Clothing,10,1
506,Sunglasses,Essential for your wardrobe.,18.66,Blue,Accessories,2,10
507,Jeans,Elegant and chic.,87.14,Violet,Accessories,6,2
508,Blouse,High quality and durable.,44.75,Violet,Unisex Clothing,3,2
509,Handbag,Trendy and fashionable.,68.52,Violet,Unisex Clothing,10,10
510,Belt,Perfect for any occasion.,93.44,Blue,Accessories,3,9
511,Belt,High quality and durable.,76.01,Green,Men's Clothing,5,3
512,Blouse,Perfect for any occasion.,84.12,Orange,Unisex Clothing,10,7
513,Jeans,Made from premium materials.,46.74,Red,Men's Clothing,7,7
514,Hat,Perfect for any occasion.,40.73,Blue,Women's Clothing,1,10
515,Hat,A comfortable and stylish piece.,81.82,Orange,Accessories,5,10
516,Handbag,Versatile and practical.,34.22,Red,Accessories,10,10
517,Jeans,High quality and durable.,60.52,Orange,Accessories,5,4
518,Jeans,Essential for your wardrobe.,68.88,Yellow,Accessories,9,10
519,Blouse,A comfortable and stylish piece.,29.8,Red,Women's Clothing,4,7
520,T-Shirt,Affordable and durable.,80.13,Violet,Unisex Clothing,3,10
521,Sunglasses,High quality and durable.,99.8,Indigo,Women's Clothing,5,7
522,Sunglasses,Perfect for any occasion.,23.0,Red,Accessories,8,2
523,Handbag,Affordable and durable.,20.3,Violet,Men's Clothing,3,8
524,Shoes,High quality and durable.,72.38,Orange,Women's Clothing,7,3
525,Sunglasses,A comfortable and stylish piece.,85.54,Yellow,Men's Clothing,1,6
526,T-Shirt,Elegant and chic.,94.87,Violet,Men's Clothing,4,2
527,Hoodie,Affordable and durable.,45.4,Indigo,Women's Clothing,2,3
528,Shoes,A great addition to your collection.,73.58,Yellow,Unisex Clothing,7,5
529,Hat,Perfect for any occasion.,43.65,Indigo,Women's Clothing,7,2
530,Handbag,High quality and durable.,22.5,Green,Unisex Clothing,8,9
531,Jeans,Perfect for any occasion.,88.71,Green,Men's Clothing,6,7
532,Jeans,Trendy and fashionable.,92.04,Orange,Unisex Clothing,5,4
533,Hoodie,Elegant and chic.,70.11,Indigo,Unisex Clothing,5,9
534,Handbag,Made from premium materials.,95.65,Green,Men's Clothing,9,10
535,Jeans,A comfortable and stylish piece.,88.29,Yellow,Men's Clothing,1,10
536,Belt,Elegant and chic.,90.24,Green,Men's Clothing,7,9
537,Belt,A comfortable and stylish piece.,97.27,Red,Men's Clothing,8,8
538,Hat,A great addition to your collection.,73.62,Orange,Women's Clothing,10,3
539,Belt,Versatile and practical.,41.48,Orange,Accessories,9,4
540,Handbag,Made from premium materials.,75.15,Blue,Unisex Clothing,5,9
541,Handbag,Perfect for any occasion.,75.66,Blue,Women's Clothing,10,10
542,Jeans,A great addition to your collection.,30.09,Green,Women's Clothing,1,1
543,Hoodie,Versatile and practical.,39.25,Indigo,Unisex Clothing,3,5
544,Shoes,Essential for your wardrobe.,88.19,Red,Accessories,7,1
545,Dress,Made from premium materials.,13.39,Violet,Women's Clothing,5,8
546,Jeans,Perfect for any occasion.,99.11,Yellow,Women's Clothing,9,7
547,Sunglasses,Essential for your wardrobe.,86.47,Yellow,Accessories,7,4
548,Dress,Made from premium materials.,47.86,Blue,Women's Clothing,6,9
549,Dress,Made from premium materials.,49.07,Violet,Accessories,7,1
550,Shoes,Affordable and durable.,92.76,Blue,Women's Clothing,6,5
551,Handbag,Made from premium materials.,33.14,Red,Men's Clothing,3,5
552,Jeans,Affordable and durable.,63.94,Green,Women's Clothing,9,7
553,Hat,Essential for your wardrobe.,35.42,Orange,Accessories,4,4
554,T-Shirt,A great addition to your collection.,58.64,Blue,Women's Clothing,7,8
555,Hat,Perfect for any occasion.,55.18,Blue,Men's Clothing,1,9
556,Dress,Versatile and practical.,43.01,Orange,Men's Clothing,7,6
557,Sunglasses,Essential for your wardrobe.,96.15,Green,Men's Clothing,6,4
558,Handbag,Essential for your wardrobe.,71.96,Violet,Men's Clothing,2,4
559,Handbag,A great addition to your collection.,24.71,Red,Unisex Clothing,10,9
560,Handbag,Essential for your wardrobe.,51.66,Green,Accessories,9,6
561,Dress,High quality and durable.,15.31,Indigo,Men's Clothing,9,7
562,Sunglasses,A great addition to your collection.,17.33,Green,Women's Clothing,7,9
563,Belt,Essential for your wardrobe.,49.72,Red,Unisex Clothing,6,3
564,T-Shirt,Made from premium materials.,49.42,Violet,Men's Clothing,8,6
565,Shoes,High quality and durable.,55.58,Red,Women's Clothing,2,2
566,Dress,Made from premium materials.,58.07,Violet,Accessories,5,9
567,Sunglasses,A great addition to your collection.,24.03,Violet,Accessories,1,4
568,Belt,Versatile and practical.,91.02,Blue,Women's Clothing,10,4
569,Hat,Elegant and chic.,51.09,Green,Accessories,7,5
570,Blouse,Essential for your wardrobe.,63.48,Green,Accessories,1,2
571,Hat,Affordable and durable.,80.3,Violet,Accessories,7,1
572,Hat,Trendy and fashionable.,62.57,Yellow,Women's Clothing,10,9
573,Jeans,High quality and durable.,79.6,Indigo,Men's Clothing,2,7
574,Dress,High quality and durable.,68.54,Violet,Women's Clothing,5,2
575,Hoodie,Versatile and practical.,83.7,Orange,Men's Clothing,2,6
576,Dress,Made from premium materials.,90.59,Yellow,Accessories,1,1
577,Belt,Versatile and practical.,15.14,Yellow,Accessories,7,1
578,Sunglasses,A comfortable and stylish piece.,30.26,Red,Men's Clothing,4,2
579,Dress,Versatile and practical.,89.66,Violet,Unisex Clothing,2,8
580,Sunglasses,Affordable and durable.,94.4,Orange,Women's Clothing,6,2
581,T-Shirt,High quality and durable.,28.39,Orange,Men's Clothing,8,4
582,Shoes,Perfect for any occasion.,79.58,Blue,Unisex Clothing,3,7
583,Jeans,Perfect for any occasion.,75.01,Violet,Unisex Clothing,6,2
584,Handbag,A great addition to your collection.,82.4,Orange,Women's Clothing,8,3
585,Hoodie,A comfortable and stylish piece.,24.48,Yellow,Unisex Clothing,7,2
586,Handbag,Essential for your wardrobe.,46.88,Orange,Women's Clothing,4,9
587,Belt,Elegant and chic.,37.93,Yellow,Accessories,10,10
588,T-Shirt,Made from premium materials.,13.21,Green,Women's Clothing,2,6
589,Sunglasses,Elegant and chic.,12.0,Blue,Men's Clothing,6,7
590,Blouse,Essential for your wardrobe.,73.73,Orange,Men's Clothing,6,5
591,Blouse,A comfortable and stylish piece.,95.49,Violet,Women's Clothing,1,10
592,Handbag,Trendy and fashionable.,71.02,Red,Unisex Clothing,5,2
593,Hat,High quality and durable.,12.22,Violet,Women's Clothing,9,5
594,Sunglasses,Made from premium materials.,36.88,Green,Unisex Clothing,4,3
595,Hat,Essential for your wardrobe.,29.33,Indigo,Accessories,5,9
596,Sunglasses,Trendy and fashionable.,64.03,Blue,Women's Clothing,9,2
597,Hat,High quality and durable.,37.4,Red,Women's Clothing,6,5
598,T-Shirt,Trendy and fashionable.,44.22,Violet,Men's Clothing,9,4
599,Hat,Affordable and durable.,86.96,Red,Unisex Clothing,7,10
600,T-Shirt,Essential for your wardrobe.,68.62,Blue,Accessories,3,6
601,T-Shirt,Versatile and practical.,52.32,Green,Unisex Clothing,5,10
602,Belt,A comfortable and stylish piece.,78.87,Yellow,Women's Clothing,5,1
603,Handbag,Affordable and durable.,49.57,Indigo,Men's Clothing,6,2
604,Sunglasses,Essential for your wardrobe.,45.18,Green,Women's Clothing,6,5
605,Belt,Trendy and fashionable.,47.2,Blue,Unisex Clothing,6,5
606,Blouse,Elegant and chic.,39.74,Blue,Men's Clothing,9,8
607,Belt,Perfect for any occasion.,76.96,Indigo,Unisex Clothing,1,6
608,Belt,Elegant and chic.,29.87,Orange,Unisex Clothing,7,7
609,Jeans,Essential for your wardrobe.,79.85,Blue,Unisex Clothing,2,4
610,Dress,A comfortable and stylish piece.,65.4,Orange,Accessories,10,4
611,Jeans,Affordable and durable.,15.63,Red,Women's Clothing,8,9
612,Handbag,Essential for your wardrobe.,79.98,Green,Unisex Clothing,5,9
613,Hoodie,A comfortable and stylish piece.,22.62,Indigo,Unisex Clothing,1,1
614,Belt,Made from premium materials.,20.82,Orange,Accessories,4,10
615,Shoes,A great addition to your collection.,12.38,Yellow,Unisex Clothing,1,8
616,Shoes,Essential for your wardrobe.,68.59,Orange,Women's Clothing,6,4
617,Sunglasses,Perfect for any occasion.,73.02,Indigo,Unisex Clothing,5,5
618,Sunglasses,Made from premium materials.,99.35,Indigo,Women's Clothing,1,7
619,Jeans,Versatile and practical.,32.54,Green,Unisex Clothing,4,5
620,Shoes,Trendy and fashionable.,30.27,Red,Accessories,4,5
621,Hoodie,Affordable and durable.,96.89,Indigo,Men's Clothing,10,3
622,Hat,Essential for your wardrobe.,84.46,Violet,Accessories,10,5
623,Blouse,Elegant and chic.,98.7,Red,Men's Clothing,1,4
624,Handbag,Perfect for any occasion.,42.48,Red,Accessories,1,2
625,Belt,A comfortable and stylish piece.,65.32,Green,Unisex Clothing,2,10
626,Hoodie,Perfect for any occasion.,16.91,Green,Men's Clothing,10,1
627,Jeans,Made from premium materials.,73.73,Red,Women's Clothing,9,2
628,Dress,Elegant and chic.,65.3,Green,Men's Clothing,3,10
629,Handbag,Perfect for any occasion.,64.45,Violet,Unisex Clothing,4,9
630,Hoodie,A great addition to your collection.,83.23,Orange,Unisex Clothing,2,7
631,Shoes,Trendy and fashionable.,73.87,Green,Women's Clothing,2,3
632,Shoes,Made from premium materials.,92.34,Green,Men's Clothing,8,1
633,Jeans,Versatile and practical.,48.86,Green,Unisex Clothing,5,4
634,Hoodie,Essential for your wardrobe.,39.72,Indigo,Men's Clothing,8,5
635,Blouse,Made from premium materials.,10.07,Blue,Women's Clothing,6,9
636,Hoodie,Affordable and durable.,98.08,Green,Men's Clothing,1,5
637,Blouse,A comfortable and stylish piece.,94.64,Indigo,Accessories,5,1
638,Handbag,High quality and durable.,30.2,Yellow,Unisex Clothing,10,1
639,Blouse,Versatile and practical.,61.77,Red,Women's Clothing,10,7
640,Belt,Elegant and chic.,22.99,Violet,Men's Clothing,6,9
641,Dress,Versatile and practical.,23.96,Green,Accessories,3,8
642,Jeans,Perfect for any occasion.,91.63,Orange,Unisex Clothing,9,3
643,Sunglasses,Affordable and durable.,17.53,Indigo,Women's Clothing,5,5
644,Sunglasses,Elegant and chic.,33.35,Violet,Women's Clothing,7,5
645,Sunglasses,Affordable and durable.,11.47,Violet,Men's Clothing,4,9
646,Jeans,Affordable and durable.,25.35,Indigo,Women's Clothing,9,6
647,Blouse,Versatile and practical.,94.35,Blue,Accessories,7,4
648,Jeans,Essential for your wardrobe.,30.43,Red,Men's Clothing,8,6
649,Shoes,A comfortable and stylish piece.,60.41,Green,Unisex Clothing,6,3
650,Hat,Essential for your wardrobe.,15.49,Indigo,Unisex Clothing,8,1
651,Hat,Versatile and practical.,62.2,Orange,Accessories,6,3
652,Hoodie,Elegant and chic.,21.64,Orange,Accessories,6,8
653,Jeans,High quality and durable.,58.74,Violet,Accessories,3,2
654,Handbag,Trendy and fashionable.,49.56,Red,Accessories,6,5
655,Blouse,Elegant and chic.,56.94,Indigo,Women's Clothing,5,3
656,Jeans,High quality and durable.,11.34,Blue,Unisex Clothing,1,8
657,T-Shirt,Affordable and durable.,30.21,Green,Accessories,5,2
658,Hoodie,Essential for your wardrobe.,32.37,Blue,Unisex Clothing,7,9
659,Dress,Affordable and durable.,26.06,Yellow,Men's Clothing,1,6
660,Jeans,A comfortable and stylish piece.,36.81,Orange,Men's Clothing,4,10
661,Hat,High quality and durable.,62.15,Orange,Unisex Clothing,8,10
662,Belt,A great addition to your collection.,60.46,Violet,Accessories,4,3
663,Jeans,Elegant and chic.,95.77,Blue,Unisex Clothing,10,9
664,Sunglasses,Made from premium materials.,95.05,Green,Women's Clothing,7,6
665,Blouse,Trendy and fashionable.,38.0,Orange,Unisex Clothing,8,5
