itemId,name,description,price,color,category,popularity,durability
666,Belt,Affordable and durable.,37.07,Yellow,Men's Clothing,7,9
667,Hoodie,High quality and durable.,94.46,Red,Unisex Clothing,9,10
668,Hoodie,High quality and durable.,50.52,Green,Men's Clothing,2,7
669,T-Shirt,A great addition to your collection.,79.8,Red,Women's Clothing,10,10
670,Belt,Trendy and fashionable.,81.71,Violet,Unisex Clothing,10,9
671,Shoes,Affordable and durable.,59.93,Yellow,Men's Clothing,4,8
672,Handbag,Versatile and practical.,91.12,Green,Accessories,4,10
673,Sunglasses,Versatile and practical.,21.63,Blue,Men's Clothing,2,6
674,Shoes,Perfect for any occasion.,25.94,Red,Unisex Clothing,8,6
675,Blouse,Elegant and chic.,41.34,Green,Unisex Clothing,8,8
676,Sunglasses,A great addition to your collection.,73.5,Indigo,Men's Clothing,4,6
677,Belt,Perfect for any occasion.,90.36,Blue,Women's Clothing,6,2
678,Dress,Essential for your wardrobe.,82.69,Green,Women's Clothing,9,8
679,Handbag,Perfect for any occasion.,56.55,Red,Accessories,6,2
680,Dress,Perfect for any occasion.,65.86,Blue,Women's Clothing,6,1
681,Shoes,Affordable and durable.,58.24,Green,Accessories,6,1
682,Jeans,Elegant and chic.,86.87,Indigo,Women's Clothing,2,7
683,Shoes,Versatile and practical.,37.27,Green,Accessories,8,3
684,Belt,A comfortable and stylish piece.,68.43,Indigo,Unisex Clothing,1,6
685,T-Shirt,A comfortable and stylish piece.,45.55,Blue,Unisex Clothing,7,1
686,Blouse,A great addition to your collection.,25.32,Blue,Accessories,6,5
687,Dress,Essential for your wardrobe.,58.3,Blue,Women's Clothing,8,4
688,Sunglasses,Affordable and durable.,46.93,Red,Unisex Clothing,9,5
689,Dress,Essential for your wardrobe.,34.32,Orange,Men's Clothing,3,6
690,T-Shirt,A great addition to your collection.,30.94,Blue,Unisex Clothing,2,5
691,Hat,High quality and durable.,38.76,Violet,Women's Clothing,10,5
692,Belt,Affordable and durable.,79.32,Green,Men's Clothing,1,5
693,Dress,Made from premium materials.,85.07,Red,Men's Clothing,6,3
694,T-Shirt,Perfect for any occasion.,15.27,Orange,Men's Clothing,6,10
695,Dress,Essential for your wardrobe.,16.77,Yellow,Men's Clothing,7,8
696,Sunglasses,Affordable and durable.,11.36,Green,Men's Clothing,4,1
697,Hoodie,Elegant and chic.,55.52,Violet,Unisex Clothing,8,5
698,Belt,A great addition to your collection.,71.96,Blue,Unisex Clothing,5,2
699,Jeans,A comfortable and stylish piece.,31.06,Blue,Women's Clothing,9,9
700,Blouse,Essential for your wardrobe.,20.61,Orange,Accessories,3,8
701,Belt,Versatile and practical.,11.17,Orange,Accessories,6,7
702,Hoodie,Versatile and practical.,91.1,Green,Men's Clothing,1,1
703,Handbag,A great addition to your collection.,21.34,Blue,Women's Clothing,2,4
704,Jeans,Essential for your wardrobe.,26.24,Violet,Women's Clothing,4,5
705,Hoodie,Essential for your wardrobe.,21.68,Indigo,Men's Clothing,2,1
706,Dress,Made from premium materials.,18.15,Blue,Women's Clothing,5,10
707,Handbag,Essential for your wardrobe.,45.0,Yellow,Unisex Clothing,3,5
708,Hat,A great addition to your collection.,57.14,Indigo,Unisex Clothing,7,8
709,Sunglasses,Trendy and fashionable.,10.72,Blue,Accessories,1,1
710,Handbag,Affordable and durable.,89.6,Red,Unisex Clothing,4,3
711,Dress,Versatile and practical.,92.6,Orange,Men's Clothing,10,7
712,T-Shirt,Essential for your wardrobe.,63.05,Green,Men's Clothing,6,4
713,Dress,Elegant and chic.,17.93,Yellow,Unisex Clothing,6,2
714,Shoes,Essential for your wardrobe.,55.98,Green,Women's Clothing,4,8
715,Handbag,Trendy and fashionable.,52.34,Yellow,Unisex Clothing,10,8
716,Sunglasses,High quality and durable.,54.65,Violet,Accessories,8,10
717,Shoes,A comfortable and stylish piece.,48.58,Red,Unisex Clothing,7,6
718,Dress,Affordable and durable.,34.69,Blue,Accessories,4,2
719,Belt,Versatile and practical.,15.61,Green,Unisex Clothing,8,7
720,Sunglasses,A great addition to your collection.,95.82,Green,Men's Clothing,6,8
721,Blouse,A comfortable and stylish piece.,67.35,Violet,Unisex Clothing,8,1
722,Hoodie,A comfortable and stylish piece.,96.26,Indigo,Women's Clothing,2,10
723,Belt,Perfect for any occasion.,73.41,Yellow,Women's Clothing,1,9
724,Blouse,Trendy and fashionable.,21.64,Green,Unisex Clothing,6,2
725,Shoes,Versatile and practical.,66.01,Red,Accessories,4,7
726,Belt,Versatile and practical.,59.67,Green,Unisex Clothing,8,1
727,Hat,Elegant and chic.,46.33,Red,Unisex Clothing,6,7
728,Handbag,Trendy and fashionable.,32.63,Green,Women's Clothing,10,7
729,T-Shirt,Made from premium materials.,46.13,Orange,Accessories,2,7
730,Jeans,Versatile and practical.,81.17,Indigo,Women's Clothing,5,2
731,Handbag,Affordable and durable.,98.05,Orange,Women's Clothing,10,10
732,Hoodie,High quality and durable.,65.94,Blue,Women's Clothing,1,8
733,Dress,A great addition to your collection.,88.13,Violet,Unisex Clothing,6,9
734,Jeans,Perfect for any occasion.,19.49,Indigo,Unisex Clothing,2,8
735,Dress,High quality and durable.,83.2,Green,Women's Clothing,9,10
736,Dress,Elegant and chic.,13.98,Green,Unisex Clothing,4,1
737,Sunglasses,High quality and durable.,86.03,Green,Unisex Clothing,3,8
738,Hoodie,Elegant and chic.,52.49,Red,Unisex Clothing,4,8
739,Dress,High quality and durable.,29.75,Indigo,Women's Clothing,8,6
740,Jeans,Trendy and fashionable.,20.38,Indigo,Men's Clothing,4,9
741,Dress,A great addition to your collection.,82.16,Violet,Accessories,4,9
742,T-Shirt,Elegant and chic.,90.12,Indigo,Accessories,10,2
743,Shoes,Essential for your wardrobe.,56.06,Red,Unisex Clothing,10,6
744,Jeans,Trendy and fashionable.,53.16,Indigo,Unisex Clothing,8,2
745,Hat,Trendy and fashionable.,28.93,Violet,Women's Clothing,2,6
746,Blouse,Versatile and practical.,88.89,Red,Men's Clothing,3,3
747,Handbag,Elegant and chic.,87.58,Green,Women's Clothing,2,9
748,Sunglasses,High quality and durable.,61.76,Blue,Unisex Clothing,7,4
749,Jeans,Affordable and durable.,37.75,Green,Men's Clothing,6,2
750,Hoodie,Versatile and practical.,33.44,Blue,Women's Clothing,7,9
751,Belt,High quality and durable.,70.37,Orange,Men's Clothing,5,4
752,Jeans,Trendy and fashionable.,92.66,Blue,Unisex Clothing,1,6
753,Belt,High quality and durable.,95.57,Indigo,Unisex Clothing,4,5
754,Handbag,Versatile and practical.,40.1,Violet,Women's Clothing,10,8
755,Blouse,A comfortable and stylish piece.,23.86,Violet,Accessories,5,4
756,T-Shirt,Essential for your wardrobe.,54.76,Green,Men's Clothing,2,1
757,Shoes,A comfortable and stylish piece.,81.7,Indigo,Accessories,1,6
758,Belt,Affordable and durable.,50.74,Blue,Men's Clothing,4,5
759,T-Shirt,Made from premium materials.,77.37,Orange,Men's Clothing,1,4
760,T-Shirt,High quality and durable.,74.82,Red,Unisex Clothing,3,1
761,Handbag,Affordable and durable.,43.09,Orange,Unisex Clothing,3,3
762,Dress,Essential for your wardrobe.,80.07,Indigo,Unisex Clothing,3,8
763,Jeans,Affordable and durable.,71.33,Red,Accessories,4,3
764,Dress,Elegant and chic.,16.35,Yellow,Men's Clothing,8,4
765,Sunglasses,Trendy and fashionable.,70.83,Orange,Accessories,8,9
766,Jeans,A comfortable and stylish piece.,66.76,Orange,Accessories,6,10
767,Blouse,Versatile and practical.,82.74,Violet,Women's Clothing,8,10
768,Dress,High quality and durable.,24.87,Yellow,Accessories,7,6
769,Hat,Versatile and practical.,53.01,Violet,Men's Clothing,5,6
770,Sunglasses,High quality and durable.,23.89,Orange,Men's Clothing,2,4
771,Jeans,A comfortable and stylish piece.,43.63,Yellow,Unisex Clothing,1,10
772,Jeans,Versatile and practical.,59.63,Blue,Women's Clothing,3,10
773,Belt,Affordable and durable.,41.58,Green,Unisex Clothing,7,7
774,Hat,Elegant and chic.,56.09,Yellow,Women's Clothing,2,10
775,Handbag,Elegant and chic.,17.4,Blue,Unisex Clothing,10,3
776,Dress,Elegant and chic.,52.33,Blue,Accessories,6,9
777,Hoodie,Elegant and chic.,77.77,Yellow,Accessories,4,5
778,Sunglasses,Versatile and practical.,83.96,Red,Accessories,5,7
779,Belt,Versatile and practical.,63.71,Red,Accessories,3,2
780,Jeans,Affordable and durable.,90.42,Orange,Women's Clothing,8,4
781,Belt,A comfortable and stylish piece.,86.86,Red,Unisex Clothing,7,10
782,Hat,Trendy and fashionable.,68.19,Red,Women's Clothing,6,9
783,Jeans,A comfortable and stylish piece.,42.38,Green,Accessories,4,5
784,Shoes,Versatile and practical.,18.67,Violet,Men's Clothing,3,10
785,Dress,Trendy and fashionable.,15.67,Green,Men's Clothing,9,6
786,Blouse,High quality and durable.,72.15,Red,Unisex Clothing,5,1
787,Blouse,Affordable and durable.,49.83,Green,Women's Clothing,4,8
788,T-Shirt,High quality and durable.,54.41,Indigo,Unisex Clothing,6,10
789,Handbag,Elegant and chic.,13.9,Blue,Unisex Clothing,2,5
790,Blouse,Versatile and practical.,56.78,Blue,Unisex Clothing,6,6
791,Handbag,Essential for your wardrobe.,78.59,Red,Women's Clothing,10,9
792,Hoodie,A great addition to your collection.,52.86,Yellow,Women's Clothing,4,6
793,Blouse,A comfortable and stylish piece.,25.38,Blue,Accessories,4,4
794,Hoodie,High quality and durable.,73.0,Orange,Accessories,2,6
795,Dress,Elegant and chic.,75.8,Indigo,Accessories,4,3
796,Handbag,Versatile and practical.,49.2,Blue,Men's Clothing,2,10
797,Hoodie,A comfortable and stylish piece.,46.6,Orange,Accessories,4,1
798,Blouse,Made from premium materials.,34.91,Orange,Women's Clothing,2,1
799,Dress,Elegant and chic.,96.2,Red,Women's Clothing,9,4
800,Hat,A comfortable and stylish piece.,61.41,Red,Women's Clothing,8,1
801,Sunglasses,Made from premium materials.,33.77,Blue,Accessories,10,8
802,Handbag,Perfect for any occasion.,21.98,Indigo,Accessories,3,6
803,Belt,High quality and durable.,58.48,Orange,Accessories,4,8
804,Shoes,Made from premium materials.,36.96,Violet,Women's Clothing,3,2
805,T-Shirt,A comfortable and stylish piece.,67.87,Yellow,Women's Clothing,9,6
806,Handbag,Versatile and practical.,15.29,Blue,Women's Clothing,4,1
807,Shoes,A comfortable and stylish piece.,19.65,Yellow,Men's Clothing,2,8
808,Shoes,Trendy and fashionable.,71.04,Green,Unisex Clothing,7,10
809,Handbag,Perfect for any occasion.,28.17,Green,Women's Clothing,3,7
810,Dress,Affordable and durable.,71.33,Green,Unisex Clothing,6,9
811,Blouse,High quality and durable.,10.08,Indigo,Men's Clothing,2,9
812,Hoodie,Essential for your wardrobe.,65.05,Green,Accessories,7,10
813,Jeans,A comfortable and stylish piece.,29.64,Green,Unisex Clothing,4,1
814,Sunglasses,Versatile and practical.,59.29,Indigo,Accessories,8,6
815,Jeans,Versatile and practical.,43.17,Blue,Women's Clothing,2,9
816,Jeans,Essential for your wardrobe.,84.29,Yellow,Accessories,4,1
817,Handbag,A great addition to your collection.,94.8,Green,Men's Clothing,8,5
818,Shoes,Elegant and chic.,57.27,Violet,Men's Clothing,7,5
819,Hoodie,High quality and durable.,14.19,Violet,Unisex Clothing,8,4
820,Hoodie,A great addition to your collection.,48.4,Orange,Accessories,9,8
821,Handbag,High quality and durable.,78.42,Yellow,Unisex Clothing,4,5
822,Shoes,Made from premium materials.,97.09,Red,Accessories,3,5
823,Hoodie,Trendy and fashionable.,50.24,Orange,Unisex Clothing,10,5
824,Hat,High quality and durable.,45.72,Blue,Men's Clothing,7,10
825,Belt,A great addition to your collection.,32.13,Indigo,Women's Clothing,9,9
826,Hoodie,A great addition to your collection.,52.62,Yellow,Men's Clothing,9,4
827,Sunglasses,A comfortable and stylish piece.,22.24,Green,Men's Clothing,1,3
828,Sunglasses,Perfect for any occasion.,56.85,Violet,Women's Clothing,4,7
829,Jeans,Essential for your wardrobe.,44.62,Violet,Accessories,7,1
830,Blouse,A great addition to your collection.,13.35,Blue,Women's Clothing,4,1
831,Hat,High quality and durable.,98.52,Green,Accessories,4,1
832,Dress,Made from premium materials.,83.58,Yellow,Unisex Clothing,5,1
833,Dress,Perfect for any occasion.,83.02,Blue,Accessories,8,2
834,Jeans,Versatile and practical.,32.87,Violet,Men's Clothing,10,2
835,Hoodie,Elegant and chic.,99.41,Indigo,Unisex Clothing,10,6
836,Belt,Perfect for any occasion.,85.94,Green,Men's Clothing,4,10
837,Jeans,Affordable and durable.,63.67,Orange,Unisex Clothing,10,6
838,Blouse,Made from premium materials.,62.86,Green,Men's Clothing,6,6
839,Shoes,Made from premium materials.,32.87,Orange,Women's Clothing,7,2
840,Shoes,A comfortable and stylish piece.,53.07,Orange,Women's Clothing,4,8
841,Hoodie,Perfect for any occasion.,18.91,Indigo,Men's Clothing,10,7
842,Blouse,Essential for your wardrobe.,19.38,Yellow,Women's Clothing,10,7
843,Dress,A comfortable and stylish piece.,62.55,Red,Women's Clothing,2,2
844,Blouse,A comfortable and stylish piece.,62.91,Red,Accessories,2,1
845,Hoodie,Versatile and practical.,38.63,Violet,Women's Clothing,3,1
846,Dress,Trendy and fashionable.,55.27,Violet,Unisex Clothing,7,8
847,Hoodie,A comfortable and stylish piece.,39.68,Red,Men's Clothing,1,1
848,Hat,Elegant and chic.,63.37,Red,Unisex Clothing,7,2
849,Hoodie,Trendy and fashionable.,66.87,Yellow,Men's Clothing,8,4
850,T-Shirt,Trendy and fashionable.,31.91,Yellow,Unisex Clothing,8,3
851,T-Shirt,Elegant and chic.,65.65,Yellow,Accessories,4,9
852,Belt,A great addition to your collection.,26.0,Green,Unisex Clothing,3,9
853,Belt,Essential for your wardrobe.,68.64,Violet,Accessories,5,2
854,Handbag,Elegant and chic.,18.98,Violet,Women's Clothing,4,6
855,Hat,Elegant and chic.,10.64,Orange,Unisex Clothing,2,5
856,Hoodie,Perfect for any occasion.,40.19,Blue,Women's Clothing,2,6
857,Sunglasses,Essential for your wardrobe.,12.69,Indigo,Men's Clothing,9,4
858,Dress,Versatile and practical.,26.63,Red,Women's Clothing,3,6
859,Hoodie,Essential for your wardrobe.,22.59,Indigo,Unisex Clothing,1,7
860,Shoes,Perfect for any occasion.,91.53,Orange,Unisex Clothing,9,3
861,Dress,Trendy and fashionable.,36.38,Green,Men's Clothing,7,5
862,Blouse,Affordable and durable.,25.01,Orange,Unisex Clothing,3,9
863,Jeans,Essential for your wardrobe.,65.51,Indigo,Accessories,7,3
864,Sunglasses,Elegant and chic.,48.69,Orange,Unisex Clothing,5,8
865,Jeans,Versatile and practical.,99.3,Red,Unisex Clothing,6,9
866,Handbag,A great addition to your collection.,54.25,Blue,Women's Clothing,10,6
867,Handbag,A comfortable and stylish piece.,71.86,Yellow,Unisex Clothing,8,10
868,Handbag,Essential for your wardrobe.,11.55,Indigo,Women's Clothing,9,1
869,Sunglasses,A comfortable and stylish piece.,65.21,Red,Accessories,3,1
870,Dress,Trendy and fashionable.,21.92,Red,Men's Clothing,7,4
871,Belt,A comfortable and stylish piece.,77.42,Yellow,Women's Clothing,10,10
872,Sunglasses,High quality and durable.,66.01,Blue,Men's Clothing,10,5
873,Jeans,Elegant and chic.,88.06,Indigo,Unisex Clothing,2,1
874,T-Shirt,Trendy and fashionable.,25.34,Orange,Men's Clothing,6,4
875,T-Shirt,Versatile and practical.,68.01,Yellow,Men's Clothing,2,9
876,Belt,Elegant and chic.,74.55,Violet,Unisex Clothing,4,3
877,Shoes,Versatile and practical.,33.98,Red,Accessories,9,7
878,Hat,Trendy and fashionable.,14.97,Green,Men's Clothing,9,5
879,T-Shirt,Perfect for any occasion.,37.76,Yellow,Accessories,5,7
880,Sunglasses,Essential for your wardrobe.,32.91,Red,Men's Clothing,9,8
881,Jeans,Versatile and practical.,65.08,Yellow,Unisex Clothing,7,5
882,Belt,A great addition to your collection.,46.7,Orange,Unisex Clothing,4,4
883,Sunglasses,Perfect for any occasion.,51.95,Violet,Women's Clothing,8,2
884,Dress,Elegant and chic.,12.46,Green,Women's Clothing,9,9
885,Belt,A great addition to your collection.,98.44,Blue,Women's Clothing,9,9
886,Hat,Trendy and fashionable.,30.26,Blue,Unisex Clothing,5,9
887,Handbag,A comfortable and stylish piece.,20.63,Yellow,Unisex Clothing,6,7
888,Shoes,A comfortable and stylish piece.,74.72,Violet,Women's Clothing,9,9
889,Dress,High quality and durable.,32.75,Orange,Women's Clothing,10,1
890,Sunglasses,Essential for your wardrobe.,92.34,Indigo,Men's Clothing,1,1
891,Hoodie,Essential for your wardrobe.,54.25,Red,Accessories,4,1
892,T-Shirt,Perfect for any occasion.,93.35,Red,Unisex Clothing,2,5
893,Handbag,Perfect for any occasion.,90.94,Indigo,Unisex Clothing,7,10
894,Hat,A great addition to your collection.,33.76,Red,Women's Clothing,3,5
895,Hat,A comfortable and stylish piece.,76.47,Red,Unisex Clothing,6,2
896,Sunglasses,Elegant and chic.,12.42,Red,Women's Clothing,10,3
897,Hat,Perfect for any occasion.,19.12,Orange,Women's Clothing,4,2
898,Hoodie,A great addition to your collection.,99.26,Blue,Unisex Clothing,2,3
899,Belt,A comfortable and stylish piece.,22.76,Blue,Accessories,7,1
900,Sunglasses,Trendy and fashionable.,90.98,Indigo,Accessories,10,5
901,Dress,Elegant and chic.,84.97,Orange,Accessories,9,4
902,Sunglasses,High quality and durable.,43.25,Violet,Women's Clothing,4,7
903,T-Shirt,A comfortable and stylish piece.,46.46,Orange,Women's Clothing,4,6
904,Hoodie,Perfect for any occasion.,14.52,Indigo,Unisex Clothing,9,5
905,Blouse,Elegant and chic.,71.49,Blue,Women's Clothing,3,4
906,Belt,Elegant and chic.,37.12,Indigo,Accessories,3,5
907,Shoes,Elegant and chic.,72.57,Yellow,Women's Clothing,9,7
908,Dress,Essential for your wardrobe.,56.51,Orange,Men's Clothing,10,8
909,Dress,Elegant and chic.,30.11,Yellow,Men's Clothing,9,5
910,Handbag,Perfect for any occasion.,81.85,Blue,Unisex Clothing,10,7
911,Dress,Trendy and fashionable.,87.51,Yellow,Women's Clothing,7,10
912,Handbag,A great addition to your collection.,16.43,Red,Unisex Clothing,8,6
913,Handbag,Affordable and durable.,44.39,Blue,Women's Clothing,1,6
914,Dress,Perfect for any occasion.,88.98,Green,Unisex Clothing,1,3
915,Dress,Versatile and practical.,94.57,Blue,Unisex Clothing,5,8
916,Hoodie,Versatile and practical.,95.84,Green,Men's Clothing,4,9
917,Handbag,Perfect for any occasion.,80.77,Orange,Women's Clothing,8,10
918,Handbag,Affordable and durable.,82.79,Indigo,Unisex Clothing,8,4
919,Shoes,High quality and durable.,51.78,Red,Unisex Clothing,4,9
920,Shoes,Perfect for any occasion.,42.92,Yellow,Unisex Clothing,7,6
921,Shoes,Essential for your wardrobe.,46.5,Violet,Unisex Clothing,7,10
922,Hoodie,Essential for your wardrobe.,73.61,Violet,Men's Clothing,1,9
923,Shoes,A great addition to your collection.,36.6,Green,Women's Clothing,6,3
924,Blouse,Affordable and durable.,88.46,Blue,Women's Clothing,4,7
925,Jeans,A comfortable and stylish piece.,25.42,Blue,Men's Clothing,10,3
926,Hat,High quality and durable.,55.98,Blue,Men's Clothing,10,9
927,Blouse,Elegant and chic.,98.0,Blue,Men's Clothing,4,9
928,Dress,A comfortable and stylish piece.,94.46,Violet,Women's Clothing,4,3
929,Handbag,Affordable and durable.,84.03,Red,Unisex Clothing,3,3
930,Belt,Versatile and practical.,54.4,Red,Accessories,9,8
931,Blouse,A great addition to your collection.,19.09,Yellow,Accessories,1,10
932,Hat,Made from premium materials.,15.11,Violet,Accessories,9,6
933,Sunglasses,Trendy and fashionable.,61.89,Orange,Men's Clothing,9,8
934,Jeans,A great addition to your collection.,55.07,Blue,Accessories,5,9
935,T-Shirt,Affordable and durable.,29.28,Violet,Unisex Clothing,8,5
936,Jeans,Essential for your wardrobe.,54.39,Blue,Women's Clothing,8,2
937,Blouse,Elegant and chic.,81.72,Orange,Men's Clothing,2,5
938,Jeans,A great addition to your collection.,12.22,Violet,Men's Clothing,1,4
939,Belt,Elegant and chic.,35.07,Blue,Accessories,9,3
940,Jeans,Versatile and practical.,63.53,Violet,Unisex Clothing,5,10
941,Blouse,Made from premium materials.,77.1,Orange,Men's Clothing,8,9
942,Jeans,Versatile and practical.,13.51,Violet,Men's Clothing,8,2
943,Dress,Elegant and chic.,98.7,Yellow,Accessories,9,3
944,T-Shirt,Trendy and fashionable.,62.4,Yellow,Women's Clothing,9,3
945,Sunglasses,Versatile and practical.,92.97,Blue,Accessories,1,7
946,Hoodie,A comfortable and stylish piece.,85.59,Orange,Accessories,3,5
947,Jeans,Affordable and durable.,26.73,Indigo,Accessories,9,2
948,Hat,Elegant and chic.,66.95,Yellow,Accessories,3,4
949,Handbag,Trendy and fashionable.,82.84,Red,Accessories,4,5
950,Belt,A comfortable and stylish piece.,41.88,Orange,Women's Clothing,7,2
951,Hoodie,Essential for your wardrobe.,28.46,Orange,Accessories,8,7
952,Hoodie,Essential for your wardrobe.,35.63,Orange,Women's Clothing,4,10
953,Hat,Versatile and practical.,18.45,Violet,Women's Clothing,1,10
954,Hoodie,A great addition to your collection.,95.55,Orange,Women's Clothing,1,2
955,Shoes,Affordable and durable.,12.42,Violet,Accessories,6,8
956,Hoodie,Perfect for any occasion.,16.73,Orange,Unisex Clothing,3,7
957,T-Shirt,Essential for your wardrobe.,11.0,Red,Women's Clothing,10,4
958,Hoodie,High quality and durable.,71.99,Indigo,Men's Clothing,2,7
959,Hat,High quality and durable.,90.35,Blue,Unisex Clothing,6,2
960,Blouse,Elegant and chic.,13.21,Orange,Unisex Clothing,2,2
961,Jeans,A comfortable and stylish piece.,19.38,Violet,Accessories,2,8
962,Belt,Trendy and fashionable.,72.34,Orange,Accessories,1,1
963,Shoes,Versatile and practical.,27.32,Red,Women's Clothing,6,9
964,Hoodie,Perfect for any occasion.,76.39,Violet,Accessories,5,7
965,T-Shirt,Trendy and fashionable.,98.82,Green,Women's Clothing,10,2
966,Hat,A great addition to your collection.,65.0,Red,Unisex Clothing,3,1
967,Belt,Trendy and fashionable.,48.54,Red,Accessories,5,5
968,Belt,Essential for your wardrobe.,43.22,Indigo,Women's Clothing,9,6
969,Jeans,High quality and durable.,79.82,Orange,Unisex Clothing,10,3
970,Hat,Perfect for any occasion.,77.86,Yellow,Unisex Clothing,10,6
971,Handbag,A great addition to your collection.,40.52,Indigo,Unisex Clothing,2,9
972,Belt,Elegant and chic.,30.96,Green,Women's Clothing,8,5
973,T-Shirt,Made from premium materials.,28.75,Indigo,Unisex Clothing,5,9
974,Sunglasses,A comfortable and stylish piece.,24.83,Green,Unisex Clothing,10,7
975,Handbag,High quality and durable.,23.27,Blue,Women's Clothing,9,10
976,Sunglasses,A comfortable and stylish piece.,53.74,Orange,Accessories,7,5
977,Handbag,A comfortable and stylish piece.,63.74,Blue,Unisex Clothing,6,5
978,Hoodie,A great addition to your collection.,31.08,Red,Accessories,10,10
979,Shoes,Perfect for any occasion.,60.04,Orange,Men's Clothing,7,7
980,Hat,A comfortable and stylish piece.,14.03,Green,Accessories,7,10
981,T-Shirt,Essential for your wardrobe.,92.86,Red,Unisex Clothing,5,2
982,Handbag,Elegant and chic.,44.04,Green,Unisex Clothing,7,6
983,Sunglasses,A great addition to your collection.,93.32,Green,Unisex Clothing,7,7
984,T-Shirt,Trendy and fashionable.,94.89,Indigo,Unisex Clothing,10,10
985,Hat,High quality and durable.,84.31,Violet,Women's Clothing,10,8
986,Hoodie,High quality and durable.,65.38,Violet,Women's Clothing,4,7
987,Sunglasses,Affordable and durable.,24.03,Orange,Women's Clothing,6,9
988,Hat,Elegant and chic.,87.32,Orange,Women's Clothing,4,10
989,Blouse,Trendy and fashionable.,93.34,Blue,Women's Clothing,8,2
990,Sunglasses,High quality and durable.,67.76,Indigo,Unisex Clothing,8,5
991,Dress,Versatile and practical.,19.82,Violet,Unisex Clothing,8,3
992,Hat,Essential for your wardrobe.,98.11,Violet,Men's Clothing,10,8
993,T-Shirt,A great addition to your collection.,53.86,Blue,Unisex Clothing,4,6
994,T-Shirt,Elegant and chic.,92.4,Yellow,Accessories,1,6
995,Shoes,Essential for your wardrobe.,44.9,Red,Accessories,9,1
996,T-Shirt,Made from premium materials.,98.56,Orange,Accessories,9,5
997,Handbag,Elegant and chic.,40.29,Indigo,Unisex Clothing,2,9
998,T-Shirt,Trendy and fashionable.,25.91,Red,Accessories,9,5
999,Dress,A great addition to your collection.,18.45,Indigo,Men's Clothing,6,8
1000,Sunglasses,A great addition to your collection.,46.15,Yellow,Accessories,9,2
